id,p,year,propDev
1294_1-2,fallMig,2006,0
1294_1-2,springMig,2006,9.83380863408398e-05
1294_1-2,winter1,2006,0.00261964091751326
1306_1-2,fallMig,2006,0.00649087221095335
1306_1-2,springMig,2006,0.0118976526252928
1306_1-2,winter1,2006,0.00330583525415504
1311_1-2,fallMig,2006,3.36343608630577e-05
1311_1-2,springMig,2006,0.00111306928856321
1311_1-2,winter1,2006,0.000493465322845949
143_1-2,fallMig,2006,0.000365146743347483
143_1-2,springMig,2006,0.00767082611615822
143_1-2,winter1,2006,0.0142630744849445
145_1-2,fallMig,2006,0.000172910662824207
145_1-2,springMig,2006,0.0077174771522058
145_1-2,winter1,2006,0.00416508898144642
146_1-2,fallMig,2006,0.000442096935570189
146_1-2,springMig,2006,0.00644791125925521
146_1-2,winter1,2006,0.0617977528089888
147_1-2,fallMig,2006,0.00144989882574128
147_1-2,springMig,2006,0.00130953201461162
147_1-2,winter1,2006,0.0101418057799318
148_1-2,fallMig,2006,0.000834628446439878
148_1-2,springMig,2006,0.00233155975369164
148_1-2,winter1,2006,0.0325024437927664
149_1-2,fallMig,2006,0.000341728462563647
149_1-2,springMig,2006,0.00706493007161052
149_1-2,winter1,2006,0.00506100316312698
150_1-2,fallMig,2006,0.000356125356125356
150_1-2,springMig,2006,0.000158493676102324
150_1-2,winter1,2006,0.00656197241423247
151_1-2,fallMig,2006,2.97371238253836e-05
151_1-2,springMig,2006,0.000581331976892054
151_1-2,winter1,2006,0.00430060816681147
152_1-2,fallMig,2006,0.00079405054665047
152_1-2,springMig,2006,0.000767742529865184
152_1-2,winter1,2006,0.0102806649862641
153_1-2,fallMig,2006,0.000802314875706958
153_1-2,springMig,2006,0.000971817298347911
153_1-2,winter1,2006,0.00174172679771087
852_1-2,fallMig,2006,0.00152193889271767
852_1-2,springMig,2006,0.000785994998213648
852_1-2,winter1,2006,0.00950808320238634
854_1-2,fallMig,2006,0.00141477217289492
854_1-2,springMig,2006,0.000569719413189004
854_1-2,winter1,2006,0
1294_1-2,winter2,2007,0.00137879941555368
1306_1-2,winter2,2007,0.00205843117507266
1311_1-2,winter2,2007,0.000133453441430621
143_1-2,winter2,2007,0.00721885085159278
145_1-2,winter2,2007,0.00589138757077688
146_1-2,winter2,2007,0.00586283185840708
147_1-2,winter2,2007,0.00512820512820513
148_1-2,winter2,2007,0.0110868469679153
149_1-2,winter2,2007,0.00983986564798827
149_2-3,fallMig,2007,0.00589970501474926
149_2-3,springMig,2007,0.00453220225066076
149_2-3,winter1,2007,0.00769377807512186
150_1-2,winter2,2007,0.00818240323618645
151_1-2,winter2,2007,0.00583422435033239
152_1-2,winter2,2007,0.00754037163260189
153_1-2,winter2,2007,0.00886281680125959
727_1-2,fallMig,2007,0.000106342575009495
727_1-2,springMig,2007,0.000184295827325651
727_1-2,winter1,2007,0.00455830298708905
728_1-2,fallMig,2007,0.0120044324058114
728_1-2,springMig,2007,0.0103815282747322
728_1-2,winter1,2007,0.0181000067663577
729_1-2,fallMig,2007,0.00233540709731186
729_1-2,springMig,2007,0.00431272572763969
729_1-2,winter1,2007,0.00321872273862166
730_1-2,fallMig,2007,0.000881734530080713
730_1-2,springMig,2007,0.00117794301700655
730_1-2,winter1,2007,0.0194726742946486
733_1-2,fallMig,2007,0.00909571851535599
733_1-2,springMig,2007,0.008022000593377
733_1-2,winter1,2007,0.0162850812407681
734_1-2,fallMig,2007,0.000324212543228339
734_1-2,springMig,2007,0.000815433940584518
734_1-2,winter1,2007,0.00451905660025023
737_1-2,fallMig,2007,0.000131950492175336
737_1-2,springMig,2007,0.00400719830923434
737_1-2,winter1,2007,0.00605678155372842
739_1-2,fallMig,2007,0.00015778930325732
739_1-2,springMig,2007,0.000456156787019783
739_1-2,winter1,2007,0.00315499765053366
741_1-2,fallMig,2007,0
741_1-2,springMig,2007,0.00155997443897305
741_1-2,winter1,2007,0.00319801592481399
743_1-2,fallMig,2007,0.000991591844496665
743_1-2,springMig,2007,0
743_1-2,winter1,2007,0.00415978345242123
747_1-2,fallMig,2007,2.94700547406267e-05
747_1-2,springMig,2007,0.000310393665502519
747_1-2,winter1,2007,0.000603304250974568
750_1-2,fallMig,2007,0.00717182211200107
750_1-2,springMig,2007,0.00714743076676805
750_1-2,winter1,2007,0
751_1-2,fallMig,2007,0.00807318517868504
751_1-2,springMig,2007,0.00050210497856398
751_1-2,winter1,2007,0.00427984157077694
752_1-2,fallMig,2007,0.00814287036180254
752_1-2,springMig,2007,0.00270561872354552
752_1-2,winter1,2007,0.00407045160792484
753_1-2,fallMig,2007,0.00230489546812102
753_1-2,springMig,2007,0.00221923090915706
753_1-2,winter1,2007,0.00227186671715259
755_1-2,fallMig,2007,0.00723103757768708
755_1-2,springMig,2007,8.21908800999441e-06
755_1-2,winter1,2007,0.00361046057767369
756_1-2,fallMig,2007,0.0039258391907992
756_1-2,springMig,2007,0.00241883282799033
756_1-2,winter1,2007,0.00564755618378224
757_1-2,fallMig,2007,0.0131347886298417
757_1-2,springMig,2007,0.00861871361114932
757_1-2,winter1,2007,0.0050740232273385
758_1-2,fallMig,2007,0.00133442383022685
758_1-2,springMig,2007,0.00451474352939067
758_1-2,winter1,2007,0.00885709419179015
761_1-2,fallMig,2007,0.000331490404536683
761_1-2,springMig,2007,0.00352185035324797
761_1-2,winter1,2007,0.000585754451733833
762_1-2,fallMig,2007,0.00680362638276637
762_1-2,springMig,2007,0.00796773878825328
762_1-2,winter1,2007,5.29969791721872e-05
763_1-2,fallMig,2007,0
763_1-2,springMig,2007,0.00261468619976203
763_1-2,winter1,2007,0.0147168478474157
766_1-2,fallMig,2007,1.42857142857143e-05
766_1-2,springMig,2007,6.0725671777744e-05
766_1-2,winter1,2007,0.00342541346130264
768_1-2,fallMig,2007,0.000865710644233004
768_1-2,springMig,2007,0.00343457258211643
768_1-2,winter1,2007,0.00233721913938716
852_1-2,winter2,2007,0.00747988812055284
854_1-2,winter2,2007,0.00519454901122746
149_2-3,winter2,2008,0.00448050503659609
149_3-4,fallMig,2008,0.00591882750845547
149_3-4,springMig,2008,0.0095922089766139
149_3-4,winter1,2008,0.00952765908303499
305_2-3,fallMig,2008,0
305_2-3,springMig,2008,0.0346965030603095
305_2-3,winter1,2008,0.0145606285929905
308_2-3,fallMig,2008,0.0180639445920915
308_2-3,springMig,2008,0.0151597347799879
308_2-3,winter1,2008,0.0154535786880612
311_2-3,fallMig,2008,0.0367077249367811
311_2-3,springMig,2008,0.0183560205497431
311_2-3,winter1,2008,0.0164022937146262
312_2-3,fallMig,2008,0.0177942061377117
312_2-3,springMig,2008,0.0140629033972694
312_2-3,winter1,2008,0.020583348717002
313_2-3,fallMig,2008,0.029047619047619
313_2-3,springMig,2008,0.0232426398307203
313_2-3,winter1,2008,0.0223648344100792
314_2-3,fallMig,2008,0.0258041958041958
314_2-3,springMig,2008,0.0264514224734918
314_2-3,winter1,2008,0.0129106363427521
315_2-3,fallMig,2008,0.0212348600429679
315_2-3,springMig,2008,0.0304240062058918
315_2-3,winter1,2008,0.0896560136618687
318_2-3,fallMig,2008,0.116696671744449
318_2-3,springMig,2008,0.119431760527651
318_2-3,winter1,2008,0.0758752502882107
319_2-3,fallMig,2008,0
319_2-3,springMig,2008,0.0175118628748507
319_2-3,winter1,2008,0.0160680973805082
321_2-3,fallMig,2008,0.0347339696494499
321_2-3,springMig,2008,0.0208024344090421
321_2-3,winter1,2008,0.0204982711233265
322_2-3,fallMig,2008,0.142426638739875
322_2-3,springMig,2008,0.115690147026553
322_2-3,winter1,2008,0.0575053572361888
323_2-3,fallMig,2008,0.152305272742323
323_2-3,springMig,2008,0.137603575086119
323_2-3,winter1,2008,0.0591277872921965
325_2-3,fallMig,2008,0.0365152690598773
325_2-3,springMig,2008,0.0285761892860118
325_2-3,winter1,2008,0.0594048802876157
326_2-3,fallMig,2008,0.0972307065770719
326_2-3,springMig,2008,0.12102000563539
326_2-3,winter1,2008,0.0181292090236346
328_2-3,fallMig,2008,0
328_2-3,springMig,2008,0.0212452600216685
328_2-3,winter1,2008,0.0154983552073795
331_2-3,fallMig,2008,0.0159023409181263
331_2-3,springMig,2008,0.0131096995548961
331_2-3,winter1,2008,0.0158342633928571
332_2-3,fallMig,2008,0.132459037946392
332_2-3,springMig,2008,0.159801077496892
332_2-3,winter1,2008,0.0555294972083945
333_2-3,fallMig,2008,0.029744787922358
333_2-3,springMig,2008,0.0156730790516459
333_2-3,winter1,2008,0.0167415499916106
334_2-3,fallMig,2008,0.0191229199227728
334_2-3,springMig,2008,0.0200717933161434
334_2-3,winter1,2008,0.0188460964323033
470_2-3,fallMig,2008,0.137730769230769
470_2-3,springMig,2008,0.125054017219027
470_2-3,winter1,2008,0.0500175597493577
727_1-2,winter2,2008,0.00343471034501247
727_2-3,fallMig,2008,0.00447335142994839
727_2-3,springMig,2008,0.00294416787109898
727_2-3,winter1,2008,0.00370441161747172
728_1-2,winter2,2008,0.0166414021266473
729_1-2,winter2,2008,0.000986264148971607
729_2-3,fallMig,2008,0.00351985920563178
729_2-3,springMig,2008,0.00294873014363169
729_2-3,winter1,2008,0.000982964125064283
729_2-3,winter2,2008,0.00172874681862565
730_1-2,winter2,2008,0.00717189537470277
730_2-3,fallMig,2008,0.000631728567292254
730_2-3,springMig,2008,0.00447001365837507
730_2-3,winter1,2008,0.00550248197059099
733_1-2,winter2,2008,0.0179995602550521
733_2-3,fallMig,2008,0.00748968727674971
733_2-3,springMig,2008,0.0115601573517405
733_2-3,winter1,2008,0.0145772594752187
734_1-2,winter2,2008,0.00418098742468966
736_2-3,fallMig,2008,0.00241395277048927
736_2-3,springMig,2008,0
736_2-3,winter1,2008,0.00991700286135746
737_1-2,winter2,2008,0.0039324734745395
737_2-3,springMig,2008,0.00025954973762907
737_2-3,winter1,2008,0.00600452268675378
739_1-2,winter2,2008,0.00481999460309485
739_2-3,fallMig,2008,0
739_2-3,springMig,2008,0.000617762000474513
739_2-3,winter1,2008,0.00518579011841568
740_2-3,fallMig,2008,0.000771303946948473
740_2-3,springMig,2008,0.00385411277806518
740_2-3,winter1,2008,0.0092286798975277
741_1-2,winter2,2008,0.00262476138532861
741_2-3,springMig,2008,0.00477766984517178
741_2-3,winter1,2008,0.00375652173913044
743_1-2,winter2,2008,0.00377786705573059
747_1-2,winter2,2008,0.00573992737881935
747_2-3,fallMig,2008,0
747_2-3,springMig,2008,0.00127884123522602
747_2-3,winter1,2008,0.00728284908106459
750_1-2,winter2,2008,0.00183632734530938
750_2-3,fallMig,2008,0.00361115123501372
750_2-3,springMig,2008,0.00284370297522424
750_2-3,winter1,2008,0.0045630880363858
751_1-2,winter2,2008,0.00351557366276777
751_2-3,fallMig,2008,0.00273854136638801
751_2-3,springMig,2008,0.000266714082503556
751_2-3,winter1,2008,0.00187116199159678
752_1-2,winter2,2008,0.00338787328165199
752_2-3,fallMig,2008,0.00394236121884668
752_2-3,springMig,2008,0.00409344192027433
752_2-3,winter1,2008,0.0025381405213108
753_1-2,winter2,2008,0.00333158774095409
753_2-3,fallMig,2008,0.00530623116575183
753_2-3,springMig,2008,0.00328348504551365
753_2-3,winter1,2008,0.00326536852796313
753_2-3,winter2,2008,0.00435991427737775
755_1-2,winter2,2008,0.00615318416523236
756_1-2,winter2,2008,0.00257914797936682
756_2-3,fallMig,2008,0.00263790374582332
756_2-3,springMig,2008,0.000301096852820991
756_2-3,winter1,2008,0.0028611817924795
757_1-2,winter2,2008,0.0162303470320766
758_1-2,winter2,2008,0.00823906133133882
758_2-3,fallMig,2008,0.000204974036622028
758_2-3,springMig,2008,0.00544364921255647
758_2-3,winter1,2008,0.0138522539693344
761_1-2,winter2,2008,0.0022463451357521
761_2-3,springMig,2008,0.00265906495934772
761_2-3,winter1,2008,0.00256185679877381
762_1-2,winter2,2008,0.00365965233302836
763_1-2,winter2,2008,0.0125800980022616
763_2-3,fallMig,2008,0.00520819871281243
763_2-3,springMig,2008,0.00210834046738675
763_2-3,winter1,2008,0.0116085629147548
766_1-2,winter2,2008,0.00240517769161249
766_2-3,springMig,2008,0
766_2-3,winter1,2008,0.00168288193531423
767_2-3,fallMig,2008,0.00419417915946383
767_2-3,springMig,2008,0.00816948967921137
767_2-3,winter1,2008,0.00690651095623784
768_1-2,winter2,2008,0.00603364382038093
768_2-3,springMig,2008,0.00516838079679204
768_2-3,winter1,2008,0.0034238714613619
769_1-2,springMig,2008,0.00201775625504439
769_1-2,winter1,2008,0
772_1-2,fallMig,2008,0.00814497341324181
772_1-2,springMig,2008,0.00556884069839814
772_1-2,winter1,2008,0
773_1-2,springMig,2008,0.021930328811221
773_1-2,winter1,2008,0.0124928036845135
778_1-2,springMig,2008,0.0106752421018627
778_1-2,winter1,2008,0.00702136249539223
779_1-2,fallMig,2008,0
779_1-2,springMig,2008,0.000697620339508565
779_1-2,winter1,2008,0.00330839505244558
781_1-2,fallMig,2008,0.00185241421196477
781_1-2,springMig,2008,0.000878280636495144
781_1-2,winter1,2008,0.00277450595471797
783_1-2,fallMig,2008,0.0144963449386693
783_1-2,springMig,2008,0.00960738331189954
783_1-2,winter1,2008,0.000249012841947992
149_3-4,winter2,2009,0.0125342138419429
211_1-2,fallMig,2009,0
211_1-2,springMig,2009,0
211_1-2,winter1,2009,0
212_1-2,fallMig,2009,2.42315567563638e-05
212_1-2,springMig,2009,0
212_1-2,winter1,2009,0
215_1-2,fallMig,2009,0
215_1-2,springMig,2009,7.62590366958485e-05
215_1-2,winter1,2009,0
217_1-2,fallMig,2009,2.96024392409935e-05
217_1-2,springMig,2009,0
217_1-2,winter1,2009,0
218_1-2,fallMig,2009,0
218_1-2,springMig,2009,0
218_1-2,winter1,2009,0
305_2-3,winter2,2009,0.0344160297864002
308_2-3,winter2,2009,0.0178187540169766
308_3-4,fallMig,2009,0.0302805470082895
308_3-4,springMig,2009,0.0166843080179942
308_3-4,winter1,2009,0.0218543902754429
311_2-3,winter2,2009,0.058821006276719
312_2-3,winter2,2009,0.0194942657082374
312_3-4,fallMig,2009,0.0104178462235307
312_3-4,springMig,2009,0.0153833922963787
312_3-4,winter1,2009,0.0206617150573937
313_2-3,winter2,2009,0.0225671985051028
313_3-4,fallMig,2009,0.0194845812222431
313_3-4,springMig,2009,0.0320548836384067
313_3-4,winter1,2009,0.0215724897358616
314_2-3,winter2,2009,0.00542730870573909
314_3-4,fallMig,2009,0.00920957589516046
314_3-4,springMig,2009,0.0167775060136241
314_3-4,winter1,2009,0.0102576849780429
315_2-3,winter2,2009,0.121540523218552
318_2-3,winter2,2009,0.0680125010558324
318_3-4,fallMig,2009,0.0794690736535728
318_3-4,springMig,2009,0.166468368630384
318_3-4,winter1,2009,0.0658113642180701
319_2-3,winter2,2009,0.0590607932078765
321_2-3,winter2,2009,0.0375782157280779
322_2-3,winter2,2009,0.0790244138498391
322_3-4,fallMig,2009,0.100492806726031
322_3-4,springMig,2009,0.125045058034749
322_3-4,winter1,2009,0.081562966446521
323_2-3,winter2,2009,0.0133605457603417
323_3-4,fallMig,2009,0.125033352900368
323_3-4,springMig,2009,0.117728924512255
323_3-4,winter1,2009,0.0166082814587061
325_2-3,winter2,2009,0.014640247514976
325_3-4,fallMig,2009,0.0368494657234797
325_3-4,springMig,2009,0.0252487746918164
325_3-4,winter1,2009,0.0165234840408854
326_2-3,winter2,2009,0.0172577492320581
326_3-4,fallMig,2009,0.0995579315307906
326_3-4,springMig,2009,0.110114902506964
326_3-4,winter1,2009,0.0181138412939601
328_2-3,winter2,2009,0.0167547844217738
328_3-4,fallMig,2009,0.0238562619800928
328_3-4,springMig,2009,0.0214691801316577
328_3-4,winter1,2009,0.016117749111565
331_2-3,winter2,2009,0.0522226340851416
332_2-3,winter2,2009,0.0763500555163016
332_3-4,fallMig,2009,0.116333576156843
332_3-4,springMig,2009,0.144873732882803
332_3-4,winter1,2009,0.0740225890529974
333_2-3,winter2,2009,0.0150658338960162
333_3-4,fallMig,2009,0.0417268681731492
333_3-4,springMig,2009,0.015252390751725
333_3-4,winter1,2009,0.0170259841882302
334_2-3,winter2,2009,0.0331121498381983
334_3-4,springMig,2009,0.0161925675109375
334_3-4,winter1,2009,0.0173487463248051
335_2-3,fallMig,2009,0.0273930107061438
335_2-3,springMig,2009,0.0161660377358491
335_2-3,winter1,2009,0.0261635381846233
451_1-2,fallMig,2009,0.0208322031139804
451_1-2,springMig,2009,0.093387843362503
451_1-2,winter1,2009,0.0182237691134488
452_1-2,fallMig,2009,0.0166965640954878
452_1-2,springMig,2009,0.0190697864347258
452_1-2,winter1,2009,0.0182021162993884
453_1-2,fallMig,2009,0.010621351216442
453_1-2,springMig,2009,0.0197585032942502
453_1-2,winter1,2009,0.0183621422499292
454_1-2,fallMig,2009,0.0335051546391753
454_1-2,springMig,2009,0.0528073803085732
454_1-2,winter1,2009,0.0338860197517441
455_1-2,fallMig,2009,0.0358932625176682
455_1-2,springMig,2009,0.0141622297428381
455_1-2,winter1,2009,0.0127528992919484
456_1-2,fallMig,2009,0.290762554246745
456_1-2,springMig,2009,0.134355175827802
456_1-2,winter1,2009,0.0971830985915493
457_1-2,fallMig,2009,0.0198192078587104
457_1-2,springMig,2009,0
457_1-2,winter1,2009,0.00899385052981592
470_2-3,winter2,2009,0.0774871954058668
470_3-4,fallMig,2009,0.12155978513164
470_3-4,springMig,2009,0.168012871027055
470_3-4,winter1,2009,0.110100276122657
531_1-2,fallMig,2009,5.77953549047615e-05
531_1-2,springMig,2009,0.000207016258738475
531_1-2,winter1,2009,0.000576265081937691
532_1-2,fallMig,2009,0
532_1-2,springMig,2009,2.33748626726818e-05
532_1-2,winter1,2009,1.38155895112044e-05
533_1-2,fallMig,2009,1.82862158504919e-05
533_1-2,springMig,2009,0.00014695077149155
533_1-2,winter1,2009,3.86727511795189e-05
534_1-2,fallMig,2009,0
534_1-2,springMig,2009,0
534_1-2,winter1,2009,2.43920286850257e-05
535_1-2,fallMig,2009,0
535_1-2,springMig,2009,0
535_1-2,winter1,2009,3.41547551957921e-05
539_1-2,fallMig,2009,2.0645800644149e-05
539_1-2,springMig,2009,0
539_1-2,winter1,2009,5.36308055346991e-05
540_1-2,fallMig,2009,0
540_1-2,springMig,2009,0
540_1-2,winter1,2009,1.6398953746751e-05
542_1-2,fallMig,2009,0
542_1-2,springMig,2009,0
542_1-2,winter1,2009,3.0130010997454e-05
544_1-2,fallMig,2009,0
544_1-2,springMig,2009,0
544_1-2,winter1,2009,1.93986420950533e-05
547_1-2,fallMig,2009,0
547_1-2,springMig,2009,0
547_1-2,winter1,2009,0
548_1-2,fallMig,2009,0
548_1-2,springMig,2009,1.98438290652564e-05
548_1-2,winter1,2009,6.67663711141972e-06
549_1-2,fallMig,2009,4.23047635163719e-05
549_1-2,springMig,2009,7.85145055549013e-05
549_1-2,winter1,2009,0
550_1-2,fallMig,2009,0
550_1-2,springMig,2009,0
550_1-2,winter1,2009,8.73370073101075e-05
553_1-2,springMig,2009,1.44431445614339e-05
553_1-2,winter1,2009,0
555_1-2,fallMig,2009,0
555_1-2,springMig,2009,1.83884373505939e-05
555_1-2,winter1,2009,0
556_1-2,springMig,2009,0.000148997988527155
556_1-2,winter1,2009,5.97907324364723e-05
558_1-2,fallMig,2009,0
558_1-2,springMig,2009,9.38262338149747e-05
558_1-2,winter1,2009,0.000785792865000786
560_1-2,fallMig,2009,3.80488547294726e-05
560_1-2,springMig,2009,0
560_1-2,winter1,2009,0
561_1-2,fallMig,2009,0
561_1-2,springMig,2009,0
561_1-2,winter1,2009,2.34595849999414e-05
562_1-2,fallMig,2009,1.63945176732901e-05
562_1-2,springMig,2009,0
562_1-2,winter1,2009,9.67679504548094e-06
564_1-2,fallMig,2009,0.000310245869851858
564_1-2,springMig,2009,0
564_1-2,winter1,2009,5.36469617249562e-05
565_1-2,fallMig,2009,5.97349262647004e-05
565_1-2,springMig,2009,0.000112528659643003
565_1-2,winter1,2009,0
653_1-2,fallMig,2009,0.001001001001001
653_1-2,springMig,2009,0.00326310562531035
653_1-2,winter1,2009,0
727_2-3,winter2,2009,0.00373400143853696
730_2-3,winter2,2009,0.00545183470927257
733_2-3,winter2,2009,0.0102987969047126
736_2-3,winter2,2009,0.00864158846908653
737_2-3,winter2,2009,0.00314285714285714
739_2-3,winter2,2009,0.00235368233163297
740_2-3,winter2,2009,0.00844066069999273
741_2-3,fallMig,2009,0.000968288549987896
741_2-3,winter2,2009,0.00343686354378819
747_2-3,winter2,2009,0.00634900068025007
750_2-3,winter2,2009,0.00441256699078977
751_2-3,winter2,2009,0.00595532121548495
752_2-3,winter2,2009,0.00621794778667209
756_2-3,winter2,2009,0.00431655395942539
758_2-3,winter2,2009,0.00587875344202107
761_2-3,fallMig,2009,0.000108264652944122
761_2-3,winter2,2009,5.6414306668171e-05
763_2-3,winter2,2009,0.0091813092719711
766_2-3,fallMig,2009,0
766_2-3,winter2,2009,0.00503530418657728
767_2-3,winter2,2009,0.0123651741027219
768_2-3,fallMig,2009,0.014240892169135
768_2-3,winter2,2009,0.00591637658332561
769_1-2,fallMig,2009,0.00100916006831237
769_1-2,winter2,2009,0.00200289306776455
772_1-2,winter2,2009,0.00724453775696191
773_1-2,fallMig,2009,0.00945483806075236
773_1-2,winter2,2009,0.00812652068126521
778_1-2,fallMig,2009,0.00638477055954876
778_1-2,winter2,2009,0.00740951838130522
779_1-2,winter2,2009,0.00055616800246303
781_1-2,winter2,2009,0.00830847086370331
783_1-2,winter2,2009,0.00413308013563133
211_1-2,winter2,2010,0
212_1-2,winter2,2010,0
215_1-2,winter2,2010,5.63750822136616e-05
217_1-2,winter2,2010,0
218_1-2,winter2,2010,0
308_3-4,winter2,2010,0.0164963341479671
312_3-4,winter2,2010,0.0309658152087439
